External Task ID,Activity Date,Owner External ID,Related Object Type,Related Object External ID,Task Type,Subject,Status,Outcome,Duration Minutes,Logged In System
TSK012339,2025-01-13,USR000002,Opportunity,OPP000292,Meeting,Meeting - Completed,Completed,Completed,5,Gong
TSK003821,2025-07-21,USR000006,Contact,CON001044,Email,Email - Replied,Completed,Replied,20,Gong
TSK000072,2025-12-04,USR000007,Contact,CON000875,Email,Email - Opened,Completed,Opened,15,Manual
TSK007537,2025-03-22,USR000015,Opportunity,OPP000507,Meeting,Meeting - Connected,Completed,Connected,10,Manual
TSK002528,2025-02-22,USR000012,Lead,LED001332,Meeting,Meeting - No Show,Completed,No Show,30,HubSpot
TSK003847,2025-10-02,USR000002,Lead,LED002892,Call,Call - Completed,Open,Completed,30,Manual
TSK008370,2026-02-10,USR000013,Lead,LED002370,Call,Call - No Show,Completed,No Show,20,HubSpot
TSK005689,2026-01-16,USR000012,Lead,LED000136,Meeting,Meeting - Completed,Completed,Completed,30,Salesforce
TSK008094,2025-04-13,USR000010,Lead,LED001451,Demo,Demo - Connected,Completed,Connected,5,Gong
TSK002560,2025-12-02,USR000015,Opportunity,OPP000199,Call,Call - Left Voicemail,Completed,Left Voicemail,20,Salesforce
TSK011941,2025-07-11,USR000012,Lead,LED000510,Email,Email - Opened,Completed,Opened,10,Salesforce
TSK001972,2025-05-27,USR000014,Lead,LED002810,Email,Email - Opened,Open,Opened,10,Manual
TSK010231,2025-10-15,USR000016,Opportunity,OPP000707,Call,Call - Completed,Completed,Completed,10,HubSpot
TSK006621,2025-08-31,USR000023,Lead,LED000478,Follow-up,Follow-up - Replied,Completed,Replied,10,Gong
TSK000516,2025-01-19,USR000007,Opportunity,OPP000779,Follow-up,Follow-up - Pending,Completed,Pending,15,Outreach
TSK004354,2025-05-27,USR000007,Lead,LED003325,Demo,Demo - No Show,Completed,No Show,15,Outreach
TSK013577,2026-03-29,USR000026,Opportunity,OPP001194,Email,Email - Clicked,Completed,Clicked,15,Manual
TSK003021,2025-05-31,USR000015,Contact,CON001817,Meeting,Meeting - No Show,Open,No Show,45,Salesforce
TSK010389,2025-10-02,USR000024,Opportunity,OPP000584,Follow-up,Follow-up - Pending,Completed,Pending,45,Gong
TSK004569,2025-12-20,USR000006,Lead,LED000704,Meeting,Meeting - Completed,Completed,Completed,5,Outreach
TSK012478,2025-11-17,USR000025,Lead,LED000207,Email,Email - Clicked,Completed,Clicked,30,Manual
TSK006717,2026-04-13,USR000025,Lead,LED002890,Email,Email - Sent,Completed,Sent,10,Manual
TSK003057,2025-08-25,USR000010,Opportunity,OPP000199,Email,Email - Replied,Completed,Replied,15,HubSpot
TSK003223,2025-06-08,USR000009,Lead,LED000734,Call,Call - No Show,Completed,No Show,20,Salesforce
TSK012102,2025-06-25,USR000018,Lead,LED000457,Email,Email - Sent,Open,Sent,45,HubSpot
TSK006733,2025-01-05,USR000019,Lead,LED000708,Call,Call - No Show,Completed,No Show,15,HubSpot
TSK000119,2025-04-23,USR000025,Opportunity,OPP000779,Email,Email - Clicked,Completed,Clicked,20,HubSpot
TSK008570,2025-11-25,USR000013,Lead,LED001923,Email,Email - Replied,Completed,Replied,10,HubSpot
TSK002055,2025-07-14,USR000022,Contact,CON001761,Meeting,Meeting - Connected,Completed,Connected,10,HubSpot
TSK003352,2025-02-16,USR000004,Lead,LED003178,Call,Call - Connected,Completed,Connected,45,Manual
TSK000843,2025-06-13,USR000012,Opportunity,OPP000833,Email,Email - Sent,Completed,Sent,10,Outreach
TSK001878,2025-04-27,USR000013,Lead,LED003236,Call,Call - Left Voicemail,Open,Left Voicemail,30,HubSpot
TSK006683,2026-05-12,USR000014,Lead,LED000651,Call,Call - No Show,Completed,No Show,20,HubSpot
TSK013008,2026-06-16,USR000009,Lead,LED003614,Email,Email - Sent,Open,Sent,15,Gong
TSK012237,2026-03-17,USR000019,Opportunity,OPP001558,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,10,Outreach
TSK012747,2025-04-22,USR000017,Contact,CON000745,Internal Note,Internal Note - No Response,Completed,No Response,15,HubSpot
TSK005312,2025-10-08,USR000001,Opportunity,OPP001498,Call,Call - Completed,Completed,Completed,10,Salesforce
TSK000476,2025-03-12,USR000024,Lead,LED003156,Follow-up,Follow-up - Completed,Completed,Completed,30,Gong
TSK013959,2026-02-03,USR000017,Lead,LED000801,Email,Email - Clicked,Open,Clicked,30,Salesforce
TSK005089,2026-04-17,USR000015,Lead,LED001029,Meeting,Meeting - Connected,Completed,Connected,30,Gong
TSK000050,2026-03-06,USR000017,Lead,LED002158,Meeting,Meeting - No Show,Completed,No Show,15,Manual
TSK012199,2026-06-06,USR000004,Contact,CON002063,LinkedIn Touch,LinkedIn Touch - No Response,Completed,No Response,20,Outreach
TSK004768,2026-04-30,USR000006,Opportunity,OPP000517,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,15,Salesforce
TSK001675,2026-02-09,USR000012,Lead,LED000259,Call,Call - Connected,Completed,Connected,15,Outreach
TSK005186,2025-04-02,USR000008,Lead,LED001646,Call,Call - Completed,Completed,Completed,20,Outreach
TSK001456,2025-05-01,USR000025,Lead,LED000230,Internal Note,Internal Note - Replied,Completed,Replied,5,Outreach
TSK011717,2025-03-10,USR000002,Contact,CON001631,Internal Note,Internal Note - No Response,Completed,No Response,10,HubSpot
TSK013597,2025-07-29,USR000019,Contact,CON003356,Call,Call - Completed,Completed,Completed,5,Gong
TSK007590,2025-12-22,USR000009,Contact,CON002235,Follow-up,Follow-up - No Response,Completed,No Response,5,Gong
TSK013078,2025-02-10,USR000023,Contact,CON000289,Follow-up,Follow-up - Completed,Open,Completed,10,HubSpot
TSK000318,2025-08-09,USR000009,Lead,LED002170,Call,Call - Connected,Completed,Connected,30,Gong
TSK012230,2025-09-20,USR000010,Lead,LED001512,Meeting,Meeting - Completed,Completed,Completed,15,Manual
TSK012001,2026-05-08,USR000004,Lead,LED003401,Call,Call - Connected,Completed,Connected,15,HubSpot
TSK010535,2025-04-05,USR000019,Contact,CON003073,Call,Call - Rescheduled,Completed,Rescheduled,20,Outreach
TSK009746,2025-06-05,USR000020,Lead,LED001126,Email,Email - Sent,Completed,Sent,15,Outreach
TSK012375,2025-01-02,USR000012,Opportunity,OPP001104,Meeting,Meeting - Connected,Completed,Connected,15,Manual
TSK013133,2025-06-04,USR000024,Opportunity,OPP000120,Call,Call - Completed,Completed,Completed,10,Gong
TSK013900,2025-09-04,USR000028,Opportunity,OPP001238,Call,Call - Left Voicemail,Completed,Left Voicemail,30,Manual
TSK004220,2025-06-12,USR000001,Lead,LED002265,Email,Email - Opened,Completed,Opened,30,Outreach
TSK013606,2025-03-12,USR000001,Lead,LED003838,Email,Email - Opened,Completed,Opened,5,Salesforce
TSK000860,2026-05-08,USR000022,Opportunity,OPP000113,Call,Call - Connected,Completed,Connected,30,Manual
TSK011046,2025-12-31,USR000002,Opportunity,OPP000725,Email,Email - Bounced,Completed,Bounced,45,Manual
TSK007255,2025-07-10,USR000017,Contact,CON000744,Email,Email - Clicked,Completed,Clicked,15,Salesforce
TSK001541,2025-01-03,USR000016,Lead,LED002214,Call,Call - Left Voicemail,Completed,Left Voicemail,15,Manual
TSK009250,2025-06-05,USR000004,Contact,CON002229,Email,Email - Sent,Open,Sent,5,HubSpot
TSK001438,2026-02-16,USR000016,Contact,CON003013,Call,Call - Completed,Completed,Completed,20,Gong
TSK006355,2025-07-26,USR000011,Lead,LED001961,Email,Email - Opened,Completed,Opened,30,Outreach
TSK004212,2026-04-06,USR000017,Contact,CON001761,Email,Email - Opened,Completed,Opened,20,Outreach
TSK011277,2025-08-05,USR000011,Lead,LED001961,Call,Call - Left Voicemail,Open,Left Voicemail,30,Outreach
TSK007783,2025-11-14,USR000003,Opportunity,OPP000055,Email,Email - Bounced,Completed,Bounced,30,Manual
TSK006131,2026-05-18,USR000017,Lead,LED001204,Meeting,Meeting - No Show,Open,No Show,45,HubSpot
TSK009332,2025-02-25,USR000003,Lead,LED000583,Demo,Demo - Left Voicemail,Completed,Left Voicemail,10,Gong
TSK011323,2025-06-11,USR000011,Contact,CON002169,Call,Call - No Show,Completed,No Show,30,Salesforce
TSK013584,2025-03-21,USR000009,Contact,CON003414,Email,Email - Sent,Completed,Sent,5,HubSpot
TSK012579,2025-11-04,USR000027,Lead,LED000830,Email,Email - Bounced,Completed,Bounced,15,Outreach
TSK014076,2026-03-20,USR000002,Opportunity,OPP000928,Call,Call - Completed,Completed,Completed,15,Outreach
TSK000364,2025-02-02,USR000001,Opportunity,OPP001596,Email,Email - Sent,Completed,Sent,5,Gong
TSK013924,2025-06-16,USR000007,Lead,LED000362,Meeting,Meeting - Connected,Completed,Connected,30,Manual
TSK006289,2025-08-22,USR000027,Opportunity,OPP001512,Follow-up,Follow-up - No Response,Completed,No Response,45,Manual
TSK002360,2025-09-20,USR000018,Contact,CON002262,Call,Call - Connected,Completed,Connected,10,Outreach
TSK007794,2025-08-20,USR000011,Opportunity,OPP000633,Follow-up,Follow-up - Completed,Completed,Completed,20,Outreach
TSK014237,2025-01-11,USR000018,Lead,LED002985,LinkedIn Touch,LinkedIn Touch - No Response,Completed,No Response,15,Outreach
TSK004860,2026-04-20,USR000024,Lead,LED002441,Follow-up,Follow-up - Replied,Completed,Replied,30,Manual
TSK004897,2025-10-10,USR000007,Lead,LED002301,Email,Email - Sent,Completed,Sent,20,Manual
TSK001448,2026-05-24,USR000025,Lead,LED000341,LinkedIn Touch,LinkedIn Touch - No Response,Completed,No Response,5,HubSpot
TSK001329,2026-05-02,USR000021,Lead,LED002698,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,20,Outreach
TSK009800,2026-05-27,USR000017,Contact,CON001671,Demo,Demo - Left Voicemail,Open,Left Voicemail,5,Outreach
TSK006065,2025-03-20,USR000001,Contact,CON000149,Email,Email - Sent,Completed,Sent,45,Manual
TSK003275,2025-07-15,USR000009,Opportunity,OPP000833,Call,Call - Left Voicemail,Completed,Left Voicemail,30,HubSpot
TSK008583,2025-04-28,USR000001,Lead,LED003671,Call,Call - Connected,Completed,Connected,10,Manual
TSK003042,2025-05-01,USR000018,Lead,LED003247,Email,Email - Opened,Completed,Opened,15,Outreach
TSK003163,2026-02-13,USR000022,Opportunity,OPP001383,Meeting,Meeting - Connected,Completed,Connected,15,Salesforce
TSK000688,2025-04-29,USR000024,Opportunity,OPP000178,Meeting,Meeting - Connected,Completed,Connected,30,Manual
TSK008132,2025-03-11,USR000002,Contact,CON003553,Call,Call - Left Voicemail,Completed,Left Voicemail,15,HubSpot
TSK001319,2025-04-28,USR000002,Lead,LED003543,Meeting,Meeting - Connected,Open,Connected,15,Manual
TSK013755,2025-05-05,USR000027,Lead,LED001403,Follow-up,Follow-up - Completed,Completed,Completed,30,Outreach
TSK014001,2025-08-01,USR000012,Contact,CON002784,Meeting,Meeting - Connected,Completed,Connected,45,Manual
TSK007584,2025-05-28,USR000006,Opportunity,OPP001630,Meeting,Meeting - Completed,Completed,Completed,15,Manual
TSK014242,2026-05-10,USR000026,Lead,LED002272,Demo,Demo - Rescheduled,Completed,Rescheduled,15,Gong
TSK002844,2025-06-12,USR000024,Opportunity,OPP000070,Email,Email - Clicked,Completed,Clicked,10,Salesforce
TSK012015,2025-05-20,USR000011,Opportunity,OPP000680,Call,Call - Completed,Completed,Completed,10,Gong
TSK009652,2025-02-08,USR000010,Contact,CON000471,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,5,HubSpot
TSK013361,2026-05-20,USR000024,Opportunity,OPP000034,Email,Email - Replied,Completed,Replied,60,Manual
TSK008406,2025-12-08,USR000016,Contact,CON000419,Meeting,Meeting - Completed,Completed,Completed,15,Outreach
TSK012025,2025-11-03,USR000017,Lead,LED001700,Meeting,Meeting - Connected,Completed,Connected,45,Outreach
TSK009634,2025-06-08,USR000013,Lead,LED003363,Call,Call - Completed,Completed,Completed,45,Outreach
TSK000683,2026-03-13,USR000015,Lead,LED002459,Call,Call - Connected,Completed,Connected,10,Salesforce
TSK001327,2026-02-17,USR000004,Contact,CON003420,Call,Call - Connected,Completed,Connected,5,HubSpot
TSK008133,2025-08-13,USR000011,Contact,CON002196,Email,Email - Opened,Completed,Opened,5,Outreach
TSK011132,2026-02-17,USR000024,Lead,LED000485,Email,Email - Sent,Completed,Sent,5,HubSpot
TSK013026,2026-01-01,USR000016,Lead,LED001847,Follow-up,Follow-up - Replied,Completed,Replied,20,HubSpot
TSK001919,2026-03-13,USR000004,Lead,LED002086,Email,Email - Clicked,Completed,Clicked,10,Gong
TSK000572,2025-03-31,USR000009,Lead,LED001506,Email,Email - Clicked,Completed,Clicked,45,Salesforce
TSK011836,2026-03-20,USR000016,Opportunity,OPP000205,Email,Email - Bounced,Completed,Bounced,20,Outreach
TSK012855,2025-12-23,USR000026,Lead,LED003934,Follow-up,Follow-up - Pending,Completed,Pending,45,Manual
TSK003536,2025-08-19,USR000002,Opportunity,OPP000314,Email,Email - Sent,Open,Sent,15,Salesforce
TSK003620,2025-07-08,USR000027,Lead,LED003645,Meeting,Meeting - No Show,Completed,No Show,10,Gong
TSK002651,2025-02-05,USR000014,Lead,LED003490,Email,Email - Sent,Completed,Sent,15,Outreach
TSK005923,2026-05-10,USR000013,Opportunity,OPP001640,Demo,Demo - Connected,Completed,Connected,45,Outreach
TSK001103,2025-01-19,USR000010,Contact,CON000743,Call,Call - Left Voicemail,Completed,Left Voicemail,10,Salesforce
TSK006162,2026-05-10,USR000018,Lead,LED001202,Call,Call - Rescheduled,Completed,Rescheduled,5,Salesforce
TSK007168,2025-04-25,USR000010,Lead,LED004089,Demo,Demo - No Show,Completed,No Show,45,HubSpot
TSK013209,2025-10-26,USR000024,Opportunity,OPP000005,Call,Call - Completed,Completed,Completed,60,Manual
TSK007546,2025-04-16,USR000006,Lead,LED003145,Call,Call - Left Voicemail,Completed,Left Voicemail,20,HubSpot
TSK008551,2025-02-19,USR000002,Opportunity,OPP000060,Email,Email - Sent,Open,Sent,60,Outreach
TSK002557,2026-03-13,USR000013,Contact,CON000867,Email,Email - Clicked,Completed,Clicked,10,Gong
TSK006799,2025-02-22,USR000012,Opportunity,OPP000596,Call,Call - Completed,Completed,Completed,5,Manual
TSK014427,2025-01-30,USR000019,Lead,LED001080,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,10,Gong
TSK013683,2025-10-21,USR000002,Opportunity,OPP000649,Meeting,Meeting - Connected,Completed,Connected,5,Gong
TSK013703,2025-12-31,USR000028,Lead,LED001783,Call,Call - Connected,Open,Connected,5,Manual
TSK002530,2025-04-02,USR000027,Lead,LED001610,Email,Email - Sent,Completed,Sent,15,Salesforce
TSK004356,2025-08-01,USR000016,Opportunity,OPP000860,Demo,Demo - Left Voicemail,Completed,Left Voicemail,5,Manual
TSK012482,2025-12-25,USR000025,Lead,LED001209,Email,Email - Sent,Open,Sent,10,Outreach
TSK003534,2025-08-17,USR000016,Lead,LED001083,Demo,Demo - Completed,Completed,Completed,30,HubSpot
TSK002203,2025-08-24,USR000005,Contact,CON000471,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,15,Outreach
TSK007215,2026-03-04,USR000014,Contact,CON002038,Follow-up,Follow-up - Completed,Completed,Completed,10,Outreach
TSK002233,2025-05-12,USR000012,Lead,LED003962,Email,Email - Opened,Completed,Opened,45,Outreach
TSK014295,2025-01-10,USR000020,Contact,CON002906,Call,Call - Completed,Completed,Completed,10,Salesforce
TSK003561,2025-05-08,USR000019,Opportunity,OPP000161,Email,Email - Sent,Completed,Sent,10,Gong
TSK013687,2025-11-01,USR000008,Lead,LED003206,Call,Call - Connected,Completed,Connected,45,Manual
TSK000433,2025-12-31,USR000013,Contact,CON001268,Meeting,Meeting - Connected,Completed,Connected,15,Gong
TSK004544,2025-02-03,USR000021,Contact,CON001337,Call,Call - Connected,Completed,Connected,5,HubSpot
TSK007223,2025-12-05,USR000009,Contact,CON001771,Follow-up,Follow-up - Replied,Open,Replied,15,Gong
TSK001408,2026-06-18,USR000018,Contact,CON002906,LinkedIn Touch,LinkedIn Touch - Replied,Open,Replied,20,Salesforce
TSK010204,2025-01-06,USR000012,Lead,LED000457,Demo,Demo - Completed,Completed,Completed,45,Salesforce
TSK006555,2025-05-01,USR000016,Lead,LED003256,Follow-up,Follow-up - Replied,Completed,Replied,5,Salesforce
TSK009273,2025-01-05,USR000003,Contact,CON000423,Email,Email - Sent,Completed,Sent,15,Manual
TSK005173,2025-02-04,USR000010,Lead,LED002965,Email,Email - Sent,Completed,Sent,30,HubSpot
TSK006684,2026-05-05,USR000003,Opportunity,OPP001143,Call,Call - Completed,Completed,Completed,15,HubSpot
TSK014060,2025-03-06,USR000018,Contact,CON003512,Meeting,Meeting - Connected,Completed,Connected,30,Manual
TSK013186,2026-02-18,USR000002,Opportunity,OPP001420,Email,Email - Sent,Completed,Sent,30,HubSpot
TSK013890,2026-04-29,USR000013,Opportunity,OPP001650,Call,Call - Connected,Completed,Connected,10,Outreach
TSK001695,2025-02-04,USR000008,Contact,CON000722,Demo,Demo - Completed,Completed,Completed,60,Manual
TSK011866,2026-06-02,USR000009,Contact,CON001817,Email,Email - Clicked,Completed,Clicked,15,Outreach
TSK010784,2026-05-19,USR000020,Contact,CON000181,Meeting,Meeting - Completed,Completed,Completed,5,Outreach
TSK013868,2025-04-06,USR000013,Lead,LED000231,Call,Call - Left Voicemail,Completed,Left Voicemail,30,Manual
TSK004534,2025-05-18,USR000019,Lead,LED003409,Call,Call - Left Voicemail,Completed,Left Voicemail,15,Manual
TSK000345,2025-01-10,USR000001,Lead,LED002459,Email,Email - Opened,Completed,Opened,15,Salesforce
TSK012875,2026-05-18,USR000019,Lead,LED003924,Email,Email - Opened,Completed,Opened,5,HubSpot
TSK002434,2025-11-25,USR000026,Opportunity,OPP000451,Call,Call - Connected,Completed,Connected,10,Gong
TSK008129,2025-04-29,USR000022,Lead,LED001279,Call,Call - Connected,Open,Connected,30,HubSpot
TSK002255,2025-03-17,USR000026,Contact,CON001330,Call,Call - Left Voicemail,Completed,Left Voicemail,30,Outreach
TSK009302,2025-08-15,USR000010,Opportunity,OPP000396,Call,Call - Completed,Completed,Completed,20,Manual
TSK004389,2026-04-30,USR000004,Contact,CON002174,Call,Call - Connected,Completed,Connected,10,HubSpot
TSK011643,2025-06-05,USR000023,Lead,LED003328,Demo,Demo - Connected,Completed,Connected,15,Manual
TSK000214,2025-10-10,USR000026,Lead,LED003427,Email,Email - Sent,Completed,Sent,20,HubSpot
TSK006820,2025-01-13,USR000011,Lead,LED003480,Meeting,Meeting - Connected,Completed,Connected,5,Salesforce
TSK012834,2026-01-27,USR000007,Contact,CON002332,Follow-up,Follow-up - No Response,Completed,No Response,15,Salesforce
TSK009286,2025-08-13,USR000007,Contact,CON001697,Call,Call - Connected,Completed,Connected,5,Manual
TSK007890,2026-01-29,USR000016,Lead,LED002302,Call,Call - Completed,Completed,Completed,10,HubSpot
TSK004610,2025-12-01,USR000002,Contact,CON002965,Email,Email - Replied,Completed,Replied,5,Outreach
TSK007402,2025-10-20,USR000014,Lead,LED000193,Meeting,Meeting - Completed,Open,Completed,10,Salesforce
TSK002545,2025-06-25,USR000019,Opportunity,OPP001286,Follow-up,Follow-up - No Response,Completed,No Response,30,Gong
TSK000170,2025-08-15,USR000002,Lead,LED001512,LinkedIn Touch,LinkedIn Touch - Replied,Open,Replied,15,Gong
TSK013551,2026-02-06,USR000012,Contact,CON000973,Meeting,Meeting - Left Voicemail,Open,Left Voicemail,15,Outreach
TSK008253,2026-04-28,USR000012,Lead,LED003529,LinkedIn Touch,LinkedIn Touch - No Response,Completed,No Response,5,Salesforce
TSK002944,2025-06-01,USR000026,Lead,LED001059,Demo,Demo - Left Voicemail,Open,Left Voicemail,10,HubSpot
TSK004201,2025-01-17,USR000024,Opportunity,OPP001224,Email,Email - Replied,Completed,Replied,15,Outreach
TSK012895,2025-08-15,USR000013,Lead,LED003245,Email,Email - Replied,Completed,Replied,30,Gong
TSK012829,2026-05-20,USR000026,Contact,CON002393,Follow-up,Follow-up - No Response,Completed,No Response,45,Outreach
TSK003659,2025-11-08,USR000022,Opportunity,OPP001640,Email,Email - Sent,Completed,Sent,30,Gong
TSK006334,2025-09-26,USR000007,Lead,LED003190,Call,Call - No Show,Completed,No Show,60,Gong
TSK003250,2025-04-02,USR000007,Opportunity,OPP000128,Internal Note,Internal Note - Pending,Completed,Pending,5,Manual
TSK006450,2026-06-21,USR000008,Contact,CON001337,Email,Email - Sent,Completed,Sent,45,Salesforce
TSK001069,2025-12-18,USR000004,Lead,LED002086,Email,Email - Replied,Completed,Replied,10,Manual
TSK004330,2026-04-25,USR000016,Opportunity,OPP000383,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,30,Salesforce
TSK012315,2026-06-10,USR000015,Opportunity,OPP000106,Email,Email - Clicked,Completed,Clicked,20,Salesforce
